Number,Sentence
195,그/MM 때__01/NNG 종손__01/NNG 집__01/NNG 머슴/NNG 이/JKS 헐레벌떡/MAG 대문__03/NNG 안__01/NNG (으)로/JKB_DIR 들어서/VV 었/EP 다/EF
196,여자__02/NNG 가/JKS 성진/NNP 에게/JKB 집__01/NNG (으)로/JKB_DIR 가/VV 시/EP 자고/EC 말__01/NNG 하/XSV 았/EP 다/EF
197,그만/MAG 실패__02/NNG 하/XSV 고/EC 집__01/NNG (으)로/JKB_DIR 돌아오/VV ᆫ다/EF
198,아저씨/NNG 나/NP ᆫ/JX 집__01/NNG (으)로/JKB_DIR 돌아가/VV 아야/EC 하/VX 아요/EF
199,여행사/NNG 쪽__05/NNB (으)로/JKB_DIR 걸어가/VV 면서/EC 내/NP 가/JKS 말__01/NNG 하/XSV 았/EP 다/EF
200,제리/NNP 가/JKS 공중__03/NNG (으)로/JKB_DIR 걸어가/VV 았/EP 다/EF
201,아즉/MAG 어떤/MM 방면__01/NNG (으)로/JKB_DIR 나가/VV ᆯ는지/EC 생각__01/NNG 중__04/NNG 이/VCP 올시다/EF
202,알라바마/NNP (으)로/JKB_DIR 돌아가/VV ᄇ시다/EF
203,아무런/MM 생각__01/NNG 없이/MAG 발길/NNG 은/JX 집__01/NNG (으)로/JKB_DIR 향하/VV 고/EC 있/VX 었/EP 다/EF
204,어서/MAG 안방__02/NNG (으)로/JKB_DIR 건너가/VV 자/EF
205,물론/MAG 일방__01/NNG 적/XSN (으)로/JKB_DIR 자기/NP 조건__02/NNG 만/JX 내세우/VV ᆫ/ETM 것/NNB ᆫ/JX 아니/VCN 네/EF
206,틀림없이/MAG 영석이/NNP 가/JKS 우리/NP 마을__01/NNG (으)로/JKB_DIR 가/VV ᆫ/ETM 거/NNB 이/VCP 야/EF
207,아주머니/NNG 는/JX 뒤꼍/NNG (으)로/JKB_DIR 돌아가/VV 았/EP 다/EF
208,우리/NP 저기/NP 저/MM 개울가/NNG (으)로/JKB_DIR 좀/MAG 가/VV ᄇ시다/EF
209,그리고/MAJ 급히/MAG 문__05/NNG (으)로/JKB_DIR 달려가/VV 았/EP 다/EF
210,나/NP 는/JX 다시/MAG 우시장/NNG (으)로/JKB_DIR 가/VV 았/EP 다/EF
211,이쪽/NP (으)로/JKB_DIR 오/VV 너라/EF
212,시녀/NNG 들/XSN 이/JKS 마침내/MAG 안토니/NNP 를/JKO 클레오파트라/NNP 곁/NNG (으)로/JKB_DIR 끌어올리/VV ᆫ다/EF
213,그것/NP 이/JKS 일본/NNP (으)로/JKB_DIR 떠나/VV 기/ETN 불과/MAG 얼마/NNG 전__08/NNG 이/VCP 었/EP 지/EC 아마/MAG
214,만수/NNP 는/JX 버스__02/NNG 의/JKG 뒤쪽__01/NNG 창가__01/NNG (으)로/JKB_DIR 가/VV 았/EP 습니다/EF
215,는/JX 대합실/NNG (으)로/JKB_DIR 들어가__01/VV 았/EP 다/EF
216,봉창__06/NNG (으)로/JKB_DIR 나가/VV 아/EC 보/VX 았/EP 다/EF
217,그녀/NP 는/JX 어디/NP (으)로/JKB_DIR 가/VV 아/EC 버리/VX ᆫ/ETM 것/NNB 이/VCP ᆯ까/EF
218,일단/MAG 집__01/NNG (으)로/JKB_DIR 들어오/VV 아서/EC 말__01/NNG 하/XSV 아/EF
219,옆/NNG (으)로/JKB_DIR 비키/VV 어야지/EF
220,그/NP 들/XSN 은/JX 아예/MAG 그/NP 를/JKO 무대__06/NNG 밑__01/NNG (으)로/JKB_DIR 떠밀/VV 었/EP 다/EF
221,다음__01/NNG 에/JKB ᆫ/JX 앞집/NNG (으)로/JKB_DIR 가/VV 았/EP 습니다/EF
222,다음날/NNG 품이/NNP 는/JX 아빠/NNG 와/JKB 함께/MAG 들/NNG (으)로/JKB_DIR 나가/VV 았/EP 습니다/EF
223,지하/NNG 주차장/NNG (으)로/JKB_DIR 5/SN 한/MM 대__15/NNB 가/JKS 내려오/VV ᆫ다/EF
224,우리/NP 는/JX 지금__03/MAG 어디/NP (으)로/JKB_DIR 가/VV 고/EC 있/VX 는/ETM 것/NNB 이/VCP ᆯ까/EF
225,첫/MM 번/NNB 째/XSN 서랍/NNG (으)로/JKB_DIR 가/VV 아야/EC 하/VX 겠/EP 지요/EF
226,다시/MAG 동굴/NNG (으)로/JKB_DIR 가/VV 아/EC 보/VX 자/EF
227,어머니/NNG 는/JX 우리/NP 방__07/NNG (으)로/JKB_DIR 한/MM 발짝/NNB 한/MM 발짝/NNB 들어오/VV 시/EP 었/EP 다/EF
228,나/NP 는/JX 어머니/NNG 에게/JKB (으)로/JKB_DIR 가/VV 았/EP 다/EF
229,그녀/NP 의/JKG 목소리/NNG 는/JX 속__01/NNG (으)로/JKB_DIR 잦아들/VV 었/EP 다/EF
230,다시/MAG 천막/NNG 밖/NNG (으)로/JKB_DIR 나오/VV 았/EP 다/EF
231,이때/NNG 박/NNP 선생__01/NNG 등__01/NNG 뒤__01/NNG (으)로/JKB_DIR 김진봉/NNP 이/JKS 모습__01/NNG 을/JKO 드러내/VV 었/EP 다/EF
232,진우/NNP 씨/NNB 우리/NP 저/MM 쪽__05/NNB (으)로/JKB_DIR 가/VV 아요/EF
233,우리/NP 는/JX 집__01/NNG (으)로/JKB_DIR 돌아오/VV 았/EP 다/EF
234,섬__03/NNG (으)로/JKB_DIR 가/VV 는/ETM 낮/NNG 배__02/NNG 이/VCP 었/EP 다/EF
235,나/NP 는/JX 시선__03/NNG 을/JKO 텔레비전/NNG (으)로/JKB_DIR 옮기/VV 었/EP 다/EF
236,그/NP 는/JX 얼른/MAG 통로/NNG 에서/JKB 무대__06/NNG 쪽__05/NNB (으)로/JKB_DIR 나가/VV 았/EP 다/EF
237,김영하/NNP 는/JX 24/SN 일/NNB 미국/NNP (으)로/JKB_DIR 떠나/VV ᆫ다/EF
238,경지/NNP 는/JX 재빨리/MAG 방__07/NNG (으)로/JKB_DIR 들어가__01/VV 려/EC 하/VX 았/EP 다/EF
239,영월/NNP 은/JX 뜰__01/NNG (으)로/JKB_DIR 나가/VV 아/EC 보/VX 았/EP 다/EF
240,보리/NNP 야/JKV 너/NP 왜/MAG 거기/NP (으)로/JKB_DIR 가/VV 았/EP 니/EF
241,군인/NNG 의/JKG 주먹/NNG 이/JKS 다시/MAG 훈련병/NNG 의/JKG 얼굴/NNG (으)로/JKB_DIR 날아들/VV 었/EP 다/EF
242,우리/NP 집__01/NNG (으)로/JKB_DIR 오/VV 지/EC 않/VX 을래/EF
243,는/JX 얼른/MAG 시선__03/NNG 을/JKO 다른/MM 데/NNB (으)로/JKB_DIR 옮기/VV 어/EC 버리/VX 었/EP 다/EF
244,해숙이/NNP 가/JKS 어디/NP (으)로/JKB_DIR 가/VV 아/EC 버리/VX 었/EP 어요/EF
245,아버지/NNG 가/JKS 나/NP 의/JKG 쪽__05/NNB (으)로/JKB_DIR 고개__01/NNG 를/JKO 돌리__04/VV 었/EP 다/EF
246,우리/NP 들/XSN 의/JKG 식탁/NNG 쪽__05/NNB (으)로/JKB_DIR 해__01/NNG 가/JKS 비치__01/VV 어/EC 들/VX 었/EP 어/EF
247,집__01/NNG (으)로/JKB_DIR 발길/NNG 을/JKO 돌리__04/VV 었/EP 다/EF
248,그/NP 들/XSN 은/JX 그녀/NP 의/JKG 방__07/NNG (으)로/JKB_DIR 향하/VV 았/EP 다/EF
249,사과나무/NNG 가/JKS 기어코/MAG 한쪽/NNG (으)로/JKB_DIR 기우뚱거리/VV 었/EP 다/EF
250,대구/NNP 는/JX 사방__03/NNG (으)로/JKB_DIR 고속도로/NNG 가/JKS 뚫리/VV ᆫ/ETM 도시__03/NNG 이/VCP 다/EF
251,그/NP 는/JX 머리__01/NNG 를/JKO 좌우__01/NNG (으)로/JKB_DIR 흔들/VV 었/EP 다/EF
252,솔밭/NNG (으)로/JKB_DIR 가/VV 아/EC 보/VX 았/EP 다/EF
253,그리고/MAJ 그/NP 의/JKG 트렁크/NNG 팬티/NNG 속__01/NNG (으)로/JKB_DIR 손__01/NNG 을/JKO 넣/VV 었/EP 다/EF
254,고길남/NNP 은/JX 출입문/NNG (으)로/JKB_DIR 달려가/VV 았/EP 다/EF
255,나/NP 는/JX 이__03/NNG 를/JKO 악물/VV 고/EC 어머니/NNG 에게/JKB (으)로/JKB_DIR 돌진/NNG 하/XSV 았/EP 다/EF
256,다비/NNP 의/JKG 시선__03/NNG 은/JX 다시/MAG 한/MM 번/NNB 그쪽/NP (으)로/JKB_DIR 향하/VV 았/EP 다/EF
257,그/NP 는/JX 부두__01/NNG (으)로/JKB_DIR 나가/VV 았/EP 다/EF
258,수위__02/NNG 가/JKS 출입구/NNG 쪽__05/NNB (으)로/JKB_DIR 눈길__01/NNG 을/JKO 주/VV 며/EC 대답/NNG 하/XSV 았/EP 다/EF
259,앞/NNG (으)로/JKB_DIR 나아가/VV 기에/EC 항시/MAG 골몰/NNG 하/XSV 았/EP 을/ETM 뿐/NNB 이/VCP 다/EF
260,그래/IC 누나/NNG ᆫ/JX 앞문/NNG (으)로/JKB_DIR 가/VV 아/EF
261,그림자/NNG 가/JKS 가로등/NNG 밑__01/NNG (으)로/JKB_DIR 고꾸라지/VV ᆫ다/EF
262,통화__04/NNG 중__04/NNB 이/VCP ᆫ/ETM 아내__01/NNG 곁/NNG (으)로/JKB_DIR 다가앉/VV 았/EP 다/EF
263,이__05/MM 차__06/NNG 가/JKS 교사__09/NNG 휴양원/NNG (으)로/JKB_DIR 가/VV ᄇ니까/EF
264,솔밭/NNG (으)로/JKB_DIR 가/VV 았/EP 다/EF
265,거기/NP (으)로/JKB_DIR 가/VV 면서/EC 얘기/NNG 하/XSV 죠/EF
266,울산/NNP (으)로/JKB_DIR 가/VV ᆯ/ETM 때__01/NNG 도/JX 오/VX 았었/EP 고/EF
267,왕/NNP 형사__02/NNG 와/JKB 함께/MAG 거리__01/NNG (으)로/JKB_DIR 나서/VV 었/EP 다/EF
268,밥__01/NNG 어미__01/NNG 는/JX 구덩이/NNG (으)로/JKB_DIR 내려가/VV 지/EC 않/VX 았/EP 다/EF
269,예정__02/NNG 대로/JX 이/VCP 라면/EC 그/NP 는/JX 곧장/MAG 화장실/NNG (으)로/JKB_DIR 가/VV 아야/EC 하/VX ᆫ다/EF
270,승주/NNP 가/JKS 의심__03/NNG 스럽/XSA 다는/ETM 듯/NNB 눈동자/NNG 를/JKO 옆/NNG (으)로/JKB_DIR 굴리/VV 었/EP 다/EF
271,짬뽕/NNG 그릇/NNG 이/JKS 눈__01/NNG 앞/NNG (으)로/JKB_DIR 다가오/VV 았/EP 다/EF
272,또/MAG 이제/MAG 어디/NP (으)로/JKB_DIR 가/VV 나/EF
273,빨리/MAG 다른/MM 데/NNB (으)로/JKB_DIR 가/VV 자/EC 얘/IC
274,그/NP 는/JX 곧장/MAG 마루__03/NNG (으)로/JKB_DIR 나가/VV 았/EP 다/EF
275,지금__03/MAG 창가__01/NNG (으)로/JKB_DIR 고대__05/NNG 하/XSV 던/ETM 단비__01/NNG 가/JKS 내리/VV ᆫ다/EF
276,는/JX 자신__01/NNG 의/JKG 방__07/NNG (으)로/JKB_DIR 되돌아오/VV 았/EP 다/EF
277,재우/NNP 는/JX 최/NNP 사장__15/NNG 과/JKB 함께/MAG 그/NP 의/JKG 사무실/NNG (으)로/JKB_DIR 가/VV 았/EP 다/EF
278,조상국/NNP 은/JX 그리고/MAJ 나/NP 를/JKO 정면__01/NNG (으)로/JKB_DIR 바라보/VV 았/EP 다/EF
279,잠깐/NNG 만/JX 이쪽/NP (으)로/JKB_DIR 나오/VV 아/EC 주/VX 시/EP ᆯ까요/EF
280,무대__06/NNG 옆/NNG (으)로/JKB_DIR 가/VV ᆫ다/EF
281,저/NP 와/JC 남편__01/NNG 은/JX 아이__01/NNG 에게/JKB (으)로/JKB_DIR 달려가/VV 았/EP 습니다/EF
282,조금/MAG 있/VV 으면/EC 장례식장/NNG (으)로/JKB_DIR 출발/NNG 하/XSV ᆯ/ETM 것/NNB 이/VCP ᄇ니다/EF
283,수혜/NNP 는/JX 거실__02/NNG 바닥__01/NNG (으)로/JKB_DIR 맥없이__01/MAG 나동그라지/VV 고/EC 말/VX 았/EP 다/EF
284,며칠/NNG 전__08/NNG 초저녁/NNG 갑자기/MAG 그녀/NP 가/JKS 나/NP 에게/JKB (으)로/JKB_DIR 다가오/VV 았/EP 다/EF
285,그리고/MAJ 덕호/NNP 의/JKG 앞/NNG (으)로/JKB_DIR 가/VV 았/EP 다/EF
286,빨리/MAG 덕판__02/NNG 가녘/NNG (으)로/JKB_DIR 나가/VV 시/EP 오/EF
287,서커스/NNG 도/JX 아니/VCN ᆫ데/EC 난데없이/MAG 왜/MAG 낙타__02/NNG 가/JKS 바늘구멍/NNG (으)로/JKB_DIR 들어가__01/VV 는가/EF
288,우리/NP 는/JX 어느/MM 초가집/NNG (으)로/JKB_DIR 들어가__01/VV 았/EP 다/EF
289,나/NP 는/JX 다시/MAG 개울가/NNG (으)로/JKB_DIR 가/VV 아/EC 보/VX ᆫ다/EF
290,나/NP 는/JX 전화통/NNG (으)로/JKB_DIR 가/VV 았/EP 다/EF
291,세진/NNP 은/JX 그/NP 에게/JKB (으)로/JKB_DIR 살그머니/MAG 상체__01/NNG 를/JKO 기울이/VV ᆫ다/EF
292,그런데/MAJ 마포/NNP 는/JX 어디/NP (으)로/JKB_DIR 가/VV 지/EF
293,조금__01/NNG 씩/XSN 하늘/NNG (으)로/JKB_DIR 오르/VV 기/ETN 시작__01/NNG 하/XSV 았/EP 습니다/EF
294,초헌관/NNG 이하__02/NNG 모두/MAG 문__05/NNG 밖/NNG (으)로/JKB_DIR 나가/VV ᆫ다/EF
295,밖/NNG (으)로/JKB_DIR 불러내/VV 자/EC
296,그녀/NP 는/JX 지금__03/MAG 그곳/NP (으)로/JKB_DIR 차__06/NNG 를/JKO 몰__01/VV 고/EC 있/VX 었/EP 다/EF
297,청운동/NNP 과/JC 사직동/NNP (으)로/JKB_DIR 가/VV 아/EC 보/VX 았/EP 다/EF
298,마을__01/NNG 사람/NNG 들/XSN 이/JKS 집__01/NNG (으)로/JKB_DIR 몰려오/VV 았/EP 던/ETM 것/NNB 이/VCP 다/EF
299,교단__03/NNG (으)로/JKB_DIR 나오/VV 아/EC 보/VX 시/EP 어요/EF
300,화제__07/NNG 가/JKS 길수/NNP 로부터/JKB 어느덧/MAG 금순/NNP 네/XSN 쪽__05/NNB (으)로/JKB_DIR 바뀌/VV 었/EP 다/EF
301,거기/NP (으)로/JKB_DIR 이사__14/NNG 와/JKB 도/JX 좋/VA 아요/EF
302,닭/NNG 들/XSN 도/JX 꼬꼬/MAG 꼬꼬/MAG 하/XSV 면서/EC 철망__02/NNG 근처/NNG (으)로/JKB_DIR 다가오/VV 았/EP 다/EF
303,그/NP 는/JX 메르다/NNP 앞/NNG (으)로/JKB_DIR 상체__01/NNG 를/JKO 기울이/VV 어/EC 말__01/NNG 하/XSV 았/EP 다/EF
304,축축/XR 하/XSA ᆫ/ETM 바람__01/NNG 이/JKS 차__06/NNG 속__01/NNG (으)로/JKB_DIR 불어오/VV 았/EP 다/EF
305,형부__01/NNG 가/JKS 무엇/NP 이/VCP ᆫ가/EC 를/JKO 마루__03/NNG (으)로/JKB_DIR 내던지/VV 었/EP 다/EF
306,철책/NNG 앞/NNG (으)로/JKB_DIR 바짝/MAG 다가가/VV 았/EP 다/EF
307,동현/NNP 은/JX 빈/NNP 의/JKG 숲__01/NNG (으)로/JKB_DIR 핸들/NNG 을/JKO 돌리__04/VV 었/EP 다/EF
308,집__01/NNG (으)로/JKB_DIR 영__03/MAG 못/MAG 가/VV ᆯ/ETM 지경/NNB 이/VCP 었/EP 다/EF
309,혹은/MAJ 앞/NNG (으)로/JKB_DIR 가/VV 아/EF
310,갑동이/NNP 는/JX 징동당/NNG 텔레비전/NNG (으)로/JKB_DIR 단배/NNP 를/JKO 부르/VV 었/EP 다/EF
311,제발/MAG 나/NP 의/JKG 쪽__05/NNB (으)로/JKB_DIR 는/JX 오/VV 지/EC 말/VX 아/EF
312,마을__01/NNG (으)로/JKB_DIR 들어가__01/VV 는/ETM 길__01/NNG 은/JX 그/MM 오솔길/NNG 하나/NR 이/VCP 었/EP 다/EF
313,순자/NNP 는/JX 청량리/NNP 오팔팔/NNG (으)로/JKB_DIR 다시/MAG 가/VV 았/EP 다/EF
314,잠시/MAG 후__08/NNG 김동훈/NNP 은/JX 화장실/NNG (으)로/JKB_DIR 들어가__01/VV 았/EP 다/EF
315,왼쪽/NNG (으)로/JKB_DIR 길/VA 게/EC 패스/NNG
316,산__01/NNG 아래__01/NNG 계곡/NNG 쪽__05/NNB (으)로/JKB_DIR 걸어가/VV 았/EP 다/EF
317,해숙/NNP 이/JKS 창길/NNP 의/JKG 등__01/NNG 을/JKO 문밖/NNG (으)로/JKB_DIR 밀어내/VV 었/EP 다/EF
318,소년/NNG 은/JX 플라타너스/NNG 그늘/NNG 쪽__05/NNB (으)로/JKB_DIR 핸들/NNG 을/JKO 돌리__04/VV 었/EP 다/EF
319,갑자기/MAG 어디/NP (으)로/JKB_DIR 나/JX 끝__01/NNG 없이/MAG 가/VV 고/EC 싶/VX 습니다/EF
320,오늘/NNG 은/JX 재산박골/NNP (으)로/JKB_DIR 소풍__02/NNG 을/JKO 가/VV 았/EP 다/EF
321,쌀쌀/XR 하/XSA ᆫ/ETM 바람__01/NNG 이/JKS 옷/NNG 속__01/NNG (으)로/JKB_DIR 파고들/VV ᆫ다/EF
322,또/MAG 앞뒤/NNG (으)로/JKB_DIR 쓰레기/NNG 를/JKO 줄이/VV ᄇ시다/EF
323,아침/NNG 에/JKB 는/JX 해__01/NNG 가/JKS 저쪽/NP (으)로/JKB_DIR 비치__01/VV 기/ETN 때문/NNB 이/VCP 지요/EF
324,때까치__01/NNG 들/XSN 이/JKS 한/MM 무리__01/NNG 그/MM 옆/NNG 들/NNG 쪽__05/NNB (으)로/JKB_DIR 날아다니/VV 었/EP 다/EF
325,춘기/NNP 는/JX 다시/MAG 파출소/NNG (으)로/JKB_DIR 전화__07/NNG 를/JKO 돌리__04/VV 었/EP 다/EF
326,성진/NNP 은/JX 모래밭/NNG (으)로/JKB_DIR 뛰어내리/VV 었/EP 다/EF
327,똑같이/MAG 친절/NNG 하/XSA ᆫ/ETM 물음__01/NNG 이/JKS 이쪽/NP (으)로/JKB_DIR 건너오/VV 았/EP 다/EF
328,경희/NNP 영희/NNP 순희/NNP 세/MM 자매__03/NNG 가/JKS 쪼르르__01/MAG 마당/NNG (으)로/JKB_DIR 내려서/VV 었/EP 다/EF
329,그럼/MAJ 경찰서/NNG 나/JC 법원__01/NNG (으)로/JKB_DIR 가/VV 겠/EP 지요/EF
330,태봉이/NNP 와/JC 나/NP 는/JX 꼬마/NNG 강/NNP 네/XSN 집__01/NNG (으)로/JKB_DIR 가/VV 았/EP 다/EF
331,그리구/MAJ 느/NP 의/JKG 친구__02/NNG 는/JX 다른/MM 집__01/NNG (으)로/JKB_DIR 가/VV 았/EP 다/EF
332,밑__01/NNG (으)로/JKB_DIR 는/JX 전경__09/NNG 부대__08/NNG 가/JKS 있/VV 다/EF
333,지금쯤/NNG 은/JX 다시/MAG 작업장/NNG (으)로/JKB_DIR 끌려가/VV 았/EP 을/ETM 것/NNB 이/VCP 다/EF
334,택시/NNG 를/JKO 대절__04/NNG 하/XSV 아/EC 제네바/NNP (으)로/JKB_DIR 가/VV 았/EP 다/EF
335,서울/NNP (으)로/JKB_DIR 가/VV 자/EF
336,그림자/NNG 는/JX 천천히/MAG 집__01/NNG 현관__01/NNG (으)로/JKB_DIR 다가서/VV 고/EC 있/VX 었/EP 다/EF
337,다시/MAG 군대__03/NNG (으)로/JKB_DIR 끌려가/VV 았/EP 다/EF
338,그녀/NP 는/JX 공장__02/NNG (으)로/JKB_DIR 가/VV 자고/EC 하/VX 았/EP 다/EF
339,운구/NNG 행렬/NNG 이/JKS 정암리/NNP (으)로/JKB_DIR 들어서/VV 었/EP 습니다/EF
340,다희/NNP 가/JKS 효철/NNP 에게/JKB (으)로/JKB_DIR 바짝/MAG 다가가/VV 았/EP 다/EF
341,나/NP 는/JX 혼자__01/NNG 집__01/NNG (으)로/JKB_DIR 돌아오/VV 았/EP 다/EF
342,발길/NNG 은/JX 터덜터덜/MAG 학교/NNG (으)로/JKB_DIR 향하/VV ᆫ다/EF
343,사실/MAG 너/NP 는/JX 홍대/NNP 입구__02/NNG 역__14/NNG 6/SN 번/NNB 출구__01/NNG (으)로/JKB_DIR 나가/VV 았었/EP 다/EF
344,두/MM 사람/NNG 은/JX 이윽고/MAG 왕릉리/NNP (으)로/JKB_DIR 올라가/VV 았/EP 다/EF
345,빨리/MAG 회사__04/NNG (으)로/JKB_DIR 나오/VV 아/EF
346,신철이/NNP 는/JX 방문__02/NNG 앞/NNG (으)로/JKB_DIR 다가서/VV 었/EP 다/EF
347,사랑__01/NNG 의/JKG 밤__01/NNG 이/VCP 아/EC 우리/NP 들/XSN 위__01/NNG (으)로/JKB_DIR 내려앉/VV 으소서/EF
348,농촌/NNG 은/JX 말__03/VV 구/EC 대구/NNP 나/JC 부산/NNP 쪽__05/NNB (으)로/JKB_DIR
349,행운__02/NNG 의/JKG 편지__02/NNG 를/JKO 옆/NNG (으)로/JKB_DIR 밀__01/VV ᆫ다/EF
350,국장실/NNG (으)로/JKB_DIR 는/JX 매일/NNG 처럼/JKB 전화__07/NNG 가/JKS 오/VV 았/EP 다/EF
351,대체로/MAG 감기__04/NNG 균__03/NNG 은/JX 신체__02/NNG 내부__04/NNG (으)로/JKB_DIR 들어가__01/VV 자마자/EC 파괴/NNG 되/XSV ᆫ다/EF
352,당신/NP 과/JKB 마시/VV 는/ETM 모과__02/NNG 차__09/NNG 향기__01/NNG 속__01/NNG (으)로/JKB_DIR
353,이제/MAG 어디/NP (으)로/JKB_DIR 가/VV 지/EC
354,아주/MAG 힘없이/MAG 한쪽/NNG (으)로/JKB_DIR 넘어지/VV 었/EP 다/EF
355,이__05/MM 배__02/NNG 는/JX 하와이/NNP (으)로/JKB_DIR 가/VV 는/ETM 첫/MM 이민선/NNG 겐카이/NNP 호__x19/NNG
356,엄마/NNG 가/JKS 허둥지둥/MAG 방__07/NNG (으)로/JKB_DIR 들어오/VV 았/EP 습니다/EF
357,나/NP 는/JX 곧장/MAG 영안실/NNG (으)로/JKB_DIR 향하/VV 았/EP 다/EF
358,그/NP 는/JX 단숨에/MAG 밖/NNG (으)로/JKB_DIR 나오/VV 았/EP 다/EF
359,어머니/NNG 는/JX 부엌/NNG (으)로/JKB_DIR 내려가/VV 았/EP 다/EF
360,그러나/MAJ 그/MM 책임/NNG 을/JKO 한나라당/NNP 쪽__05/NNB (으)로/JKB_DIR 떠넘기/VV 었/EP 다/EF
361,맹자/NNP 는/JX 여기/NP 에/JKB 정면__01/NNG (으)로/JKB_DIR 반기__02/NNG 를/JKO 들__01/VV 었/EP 습니다/EF
362,그/NP 는/JX 64/SN 세__13/NNB 에/JKB 저세상/NNG (으)로/JKB_DIR 가/VV 았/EP 다/EF
363,방금/MAG 저기/NP (으)로/JKB_DIR 들어가__01/VV ᆫ/ETM 저/MM 아줌마/NNG 는/JX 뭐/NP 이/VCP 야/EF
364,성행위/NNG 를/JKO 통하/VV 아/EC 신__09/NNG 에게/JKB (으)로/JKB_DIR 도달__01/NNG 하/XSV 려는/ETM 갈망__02/NNG 이/VCP ᆫ가/EF
365,앉은뱅이__01/NNG 는/JX 산__01/NNG 밑__01/NNG (으)로/JKB_DIR 막__02/MAG 뛰어가/VV 았/EP 습니다/EF
366,모든/MM 역량__01/NNG 이/JKS 일제히/MAG 지하/NNG (으)로/JKB_DIR 숨__01/VV 어/EC 들/VX 었/EP 다/EF
367,가/VV 아요/EC 집__01/NNG (으)로/JKB_DIR
368,저/NP 는/JX 침실/NNG 밖/NNG (으)로/JKB_DIR 나가/VV 았/EP 습니다/EF
369,뒷문/NNG (으)로/JKB_DIR 빠지__01/VV 어/EC 나가/VX 게/EC 하/VX 아/EC 주/VX 지요/EF
370,찬자__02/NNG 가/JKS 원래__01/NNG 의/JKG 자리__01/NNG (으)로/JKB_DIR 돌아가/VV ᆫ다/EF
371,얘/IC 들/XSN 아/JKV 우리/NP 현저동/NNP (으)로/JKB_DIR 가/VV 자꾸나/EF
372,학용이/NNP 와/JC 나/NP 는/JX 경찰서/NNG (으)로/JKB_DIR 대번에/MAG 끌려가/VV 았/EP 다/EF
373,경락이/NNP 는/JX 이제__01/NNG ᆫ/JX 옆/NNG (으)로/JKB_DIR 눕__01/VV 어/EC 있/VX 다/EF
374,어디/NP (으)로/JKB_DIR 가/VV 는/ETM 거/NNB 이/VCP 에요/EF
375,어디/NP (으)로/JKB_DIR 가/VV 는/ETM 내행__01/NNG 이/VCP 시/EP 우/EF
376,연탄__03/NNG 은/JX 곧장/MAG 아궁이/NNG (으)로/JKB_DIR 들어가__01/VV ᄇ니다/EF
377,방__07/NNG 구석__01/NNG (으)로/JKB_DIR 달아나/VV 았/EP 다/EF
378,이튿날/NNG 어미__01/NNG 는/JX 나/NP 를/JKO 희망고아원/NNP (으)로/JKB_DIR 데려가/VV 았/EP 다/EF
379,2/SN 층__02/NNG (으)로/JKB_DIR 올라가/VV 는/ETM 길__01/NNG 이/JKS 매우/MAG 복잡/XR 하/XSA 았/EP 다/EF
380,빵__01/NNG 가게/NNG 에서/JKB 밀가루/NNG 도매상/NNG (으)로/JKB_DIR 가/VV 았/EP 다/EF
381,그녀/NP 는/JX 한/MM 발짝/NNB 뒤__01/NNG (으)로/JKB_DIR 물러서/VV 었/EP 다/EF
382,순임이/NNP 가/JKS 손__02/NNG 님/XSN 방__07/NNG (으)로/JKB_DIR 힘없이/MAG 돌아가/VV ᆫ다/EF
383,학교/NNG 에서/JKB 집__01/NNG (으)로/JKB_DIR 돌아가/VV 는/ETM 아이__01/NNG 들/XSN 이/VCP 다/EF
384,그리고/MAJ 공중전화/NNG 부스/NNG (으)로/JKB_DIR 천천히/MAG 걷__02/VV 었/EP 다/EF
385,어디/NP (으)로/JKB_DIR 가/VV 아야/EC 하/VX ᆯ지/EC 막막/XR 하/XSA ᆫ/ETM 느낌/NNG 이/VCP 었/EP 다/EF
386,말끝/NNG 이/JKS 입속/NNG (으)로/JKB_DIR 숨어들/VV ᆫ다/EF
387,하루__01/NNG 는/JX 다리__02/NNG 밑__01/NNG (으)로/JKB_DIR 순사__02/NNG 가/JKS 찾아오/VV 았/EP 다/EF
388,진우/NNP 가/JKS 천천히/MAG 수혜/NNP 의/JKG 몸__01/NNG 안__01/NNG (으)로/JKB_DIR 깊숙이/MAG 들어오/VV 았/EP 다/EF
389,처음/NNG 에/JKB 맹자/NNP 네/XSN 는/JX 묘지__02/NNG 근처/NNG (으)로/JKB_DIR 이사__14/NNG 를/JKO 가/VV 았/EP 습니다/EF
390,궁가__02/NNG (으)로/JKB_DIR 들어가__01/VV 지/EC 않/VX 겠/EP 습니까/EF
391,나/NP 는/JX 반야원/NNP (으)로/JKB_DIR 가/VV 오/EF
392,우리/NP 그만/MAG 포항/NNP (으)로/JKB_DIR 가/VV 자/EF
393,그/NP 들/XSN 은/JX 다시/MAG 바람__01/NNG 속__01/NNG (으)로/JKB_DIR 빨리__01/VV 어/EC 나오/VX 았/EP 다/EF
394,지방__05/NNG (으)로/JKB_DIR 떠다니/VV 는/ETM 장사__01/NNG 꾼/XSN 이/VCP 죠/EC 뭐/IC
395,어둠/NNG 속__01/NNG (으)로/JKB_DIR 몸__01/NNG 을/JKO 숨기/VV 며/EC 소년/NNG 은/JX 생각__01/NNG 하/XSV ᆫ다/EF
